0.274723	-1.418654	0.465651	0
0.219197	-0.151395	-0.155403	0
1.181425	-0.264308	0.197931	0
-0.233127	-1.657694	-0.202763	0
1.465397	1.566829	-0.660045	0
0.918763	-0.542582	-0.929490	0
0.352527	0.279808	0.857707	0
-0.651772	1.267945	1.368169	0
-0.770526	-0.205470	-0.110715	0
0.588106	-1.728416	-1.059721	0
0.745434	-1.604175	1.161261	0
0.279739	0.295301	-0.668537	0
-0.622485	2.135691	-0.229215	0
3.821861	-0.227349	-0.196992	0
-0.211704	1.314571	0.375399	0
0.280083	-0.376013	0.374609	0
0.150800	0.254752	-1.980162	0
-1.128817	0.567740	0.208759	0
-0.805675	-0.363780	0.394688	0
-1.150715	-0.200734	0.751426	0
-1.822430	0.842258	-0.117731	0
1.194383	0.635384	-1.208229	0
-0.025578	-0.006357	-0.713218	0
-0.122163	0.339475	-0.870449	0
0.743550	0.127447	0.680326	0
-0.611441	0.669993	-0.565945	0
-0.872889	0.702907	-0.490067	0
0.920461	-0.843613	0.196901	0
0.507262	-0.301842	-0.929700	0
0.549935	0.160556	-0.630982	0
3.475833	-2.127020	1.027827	0
-1.667869	-0.357917	-0.710035	0
0.049828	0.183146	-0.762169	0
0.086028	-0.217943	-0.532865	0
0.555568	0.060254	-1.319596	0
0.971846	0.961681	0.512546	0
-1.038189	0.012314	-1.335950	0
-0.183666	2.081586	-1.005314	0
0.997514	1.376672	-0.587415	0
0.572199	2.401631	0.829087	0
-0.228775	0.095356	0.546858	0
1.353984	0.410835	0.087161	0
0.428963	0.917017	0.330642	0
0.576057	2.145462	-0.126004	0
-0.015356	-0.524474	-1.922080	0
-1.514065	1.320185	0.543234	0
0.413490	1.097328	-0.118794	0
-1.096404	0.182698	-0.429204	0
-0.860093	1.108372	-0.768386	0
-0.062661	-0.236129	-0.091014	0
3.693526	3.345602	6.161384	1
4.214531	6.407780	4.800873	1
5.213409	4.649141	5.008299	1
4.059087	3.898028	5.564306	1
4.357110	3.752678	4.894551	1
5.251461	4.220947	5.386380	1
5.682604	5.473871	4.535922	1
4.904682	5.181790	5.718071	1
3.698118	5.534590	3.411053	1
4.627740	5.632180	5.863700	1
4.339007	5.637056	3.124940	1
4.860872	5.712856	5.478610	1
6.667824	5.438930	4.674016	1
3.254020	4.195373	6.240426	1
4.602040	4.567918	4.775661	1
4.008001	4.943316	6.656356	1
5.883401	4.782262	5.977253	1
5.110682	4.104146	5.621454	1
4.020671	3.492977	7.566687	1
3.719669	7.463312	4.627359	1
4.090556	5.937318	6.112661	1
3.621245	4.144807	2.682718	1
3.637588	4.022259	4.272692	1
4.556203	5.559658	4.954663	1
5.608424	4.300569	5.319932	1
5.304427	4.268549	5.633066	1
4.607072	4.090189	6.070764	1
5.760137	5.338917	5.320191	1
6.333862	4.174470	6.720109	1
3.724323	6.596094	5.044278	1
4.793330	3.790259	2.903164	1
5.456414	4.688838	2.595380	1
3.394861	4.659041	4.074612	1
5.650065	5.447152	4.576720	1
3.988686	3.972914	4.249153	1
4.012790	5.685005	5.372844	1
6.540007	6.190328	5.008730	1
4.801440	5.951736	4.911566	1
3.269292	6.187498	7.001731	1
4.928633	5.030951	4.591654	1
3.869074	4.356283	5.221664	1
6.173098	3.212378	2.961068	1
5.599409	5.737261	4.344974	1
4.553827	4.710155	4.767102	1
5.375695	4.785358	4.936914	1
4.752165	3.529085	5.764793	1
4.498272	6.066788	6.188983	1
5.724087	4.791098	4.145181	1
4.016462	6.003621	3.413363	1
4.474079	5.012113	6.216867	1
9.148649	11.086346	10.334807	2
10.172203	8.538843	10.039736	2
9.999066	10.163482	11.780542	2
9.921053	8.801112	9.675747	2
9.949225	9.597583	10.631307	2
8.072147	9.337885	10.599998	2
10.700797	11.031236	10.045961	2
10.958485	9.741132	9.835375	2
11.318744	10.575628	9.857291	2
9.090728	10.604401	10.970472	2
10.408264	10.965132	10.983326	2
9.996827	8.950507	9.928384	2
8.975116	10.612701	10.675889	2
11.407528	12.263825	11.687969	2
8.036267	8.489881	10.154809	2
9.707744	10.690421	7.857697	2
8.237687	9.702082	9.552707	2
9.981417	10.332336	10.664354	2
10.341565	10.701212	10.037783	2
10.244765	10.995315	10.324060	2
10.087819	9.406586	10.365269	2
9.451181	10.978682	8.031226	2
9.134280	9.370427	9.309616	2
11.030037	11.789242	8.840022	2
9.987197	8.833400	9.902685	2
10.011504	11.051328	10.012020	2
9.903705	9.486995	10.417919	2
9.352381	11.126915	9.945419	2
10.525162	10.206759	11.115255	2
12.274076	8.522469	9.494822	2
9.092531	9.658745	8.793490	2
9.779666	9.488107	11.036289	2
10.943554	9.194579	9.217737	2
9.429801	9.907317	10.277752	2
9.813092	10.789186	10.991591	2
10.486901	11.193944	8.471687	2
10.007762	9.644721	11.683391	2
10.428570	9.205440	9.469320	2
10.318916	10.811095	10.033331	2
7.656760	11.172582	8.657154	2
11.118493	8.351042	12.464478	2
8.849016	9.192127	9.678019	2
8.418719	9.915820	10.443420	2
9.753234	10.506491	13.925924	2
8.825330	9.590254	9.170182	2
10.453876	9.326089	9.964854	2
11.376705	10.761553	11.137709	2
9.860737	9.187679	10.336725	2
9.000262	12.634255	11.781018	2
9.322825	10.806828	9.651252	2
